,Unnamed: 0,Unnamed: 0.1,학번,학과,전공,전공교수,rec012_nation_cd,과정,수료년도,수료학기,rec012_birth_dt,gpa,rec012_school_term,서류점수,면접점수,인건비총액,학생소속대학명_간호대학,학생소속대학명_경영대학,학생소속대학명_공과대학,학생소속대학명_디자인조형학부,학생소속대학명_문과대학,학생소속대학명_미디어학부,학생소속대학명_법과대학,학생소속대학명_보건과학대학,학생소속대학명_사범대학,학생소속대학명_생명과학대학,학생소속대학명_스마트보안학부,학생소속대학명_심리학부,학생소속대학명_의과대학,학생소속대학명_이과대학,학생소속대학명_정경대학,학생소속대학명_정보대학,학생소속대학명_정보보호학부,학생교육부계열_공학,학생교육부계열_예·체능,학생교육부계열_의학,학생교육부계열_인문·사회,학생교육부계열_자연과학,학생교육부계열_nan,성별_1,성별_2,입학과정_군위탁생,입학과정_외국인,입학과정_정원내신입학,입학과정_정원내재입학,입학과정_정원외-계약학과,입학과정_편입학박사(2학기),입학과정_편입학박사(3학기),입학과정_학연산협동과정,학적_수료,학적_수료연구(재학),학적_수료연구(제적),학적_수료연구(휴학),학적_재학,학적_제적,학적_휴학,학부출신_자교,학부출신_타교,대학원출신_자교,대학원출신_타교,대학원출신_nan
658,658,1674,AAGNE6HnohCRytgYNBv8P8Ft,행정학과,정책학전공,AAHQa/bylpUQFJf9JHoo0ALh,KOR,박사과정,,,19650925,,1,46.0,48.53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
659,659,1675,AAEnkhca82ZXinsIWgKn012H,행정학과,정책학전공,,KOR,박사과정,,,19731029,,1,47.0,43.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
660,660,1676,AAF+17EHQ4gbknzxIz68bDHy,행정학과,정책학전공,AAHkE//h8AuLikPSLGrIv82T,KOR,박사과정,,,19860302,,1,48.33,48.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
661,661,1677,AAFZxOslb9vhl4q/q3AJ2l8O,행정학과,정책학전공,AAESxv8MsGUxBocPyyEbUvPx,KOR,박사과정,2021.0,2R,19710930,4.13,5,45.33,39.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
662,662,1678,AAEeEl4myZA1CnU4O0BAcTXV,보건학협동과정,역학및의료정보학전공,AAGZFLJq90l6zGle/ifOfMLQ,KOR,박사과정,,,19901103,4.44,4,42.0,50.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
663,663,1680,AAGYg++rXxQCBJj8UKxb1oUF,보건학협동과정,역학및의료정보학전공,AAH94BiEt9LRVI4d8tULh7T8,KOR,박사과정,,,19900927,4.29,3,48.0,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
664,664,1682,AAEL5IwbWue15xErNYb09E8Q,보건학협동과정,역학및의료정보학전공,AAH94BiEt9LRVI4d8tULh7T8,KOR,박사과정,,,19880407,3.95,4,42.0,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
665,665,1684,AAEWl27BufaQG56xCKkPUqJI,보건학협동과정,보건정책및병원관리전공,AAFiFf5hxLTXSf8WauWM+tMa,KOR,박사과정,,,19920830,4.33,4,48.0,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
666,666,1691,AAGHDqZZ7Bpokfr0uV9WL13F,보건학협동과정,보건정책및병원관리전공,AAHqHevfy0EAKXVwGApq3ljU,KOR,박사과정,,,19731227,3.79,4,41.0,45.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
667,667,1693,AAER8bllynuc6Ygwd+f6tz3l,법학과,사회법전공,AAHuFEroarQvf+h+mmKgS4Vl,KOR,박사과정,,,19840527,4.13,2,36.9,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
668,668,1694,AAFRvsqAT+yi2Ismj+8A73zX,법학과,헌법전공,AAGP5lNCXb+jYqmdhlv5DtDu,KOR,박사과정,2019.0,2R,19871213,4.04,4,39.0,59.2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
669,669,1695,AAHoXBks24GBQ6sNUXC3cGDQ,법학과,상법전공,AAEI1jpOt3FO5oLhVnFm8Z/n,KOR,박사과정,2020.0,1R,19870515,4.42,4,40.0,47.8,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
670,670,1699,AAF6qZmkbXPXTcwTrLlOQbae,행정학과,정책학전공,AAFmghpMMALGcGkvPkDednPJ,KOR,박사과정,2018.0,1R,19840108,4.17,4,45.67,47.67,12540000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
671,671,1700,AAEYLZmx34i48OqMbVA+040W,행정학과,행정학전공,AAGBBHQI1BBRGXhysBuolCGH,KOR,박사과정,2019.0,2R,19821025,4.13,4,46.33,48.63,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
672,672,1701,AAFi57nLX8sbDaepVgHeMF6n,행정학과,정책학전공,AAHQa/bylpUQFJf9JHoo0ALh,KOR,박사과정,2018.0,2R,19850829,3.75,4,46.67,42.27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
673,673,1702,AAFzAjfEH0RyQ12fjgGxP/k/,행정학과,정책학전공,AAG1VQGu4I3oZWQISfpgx/bU,KOR,박사과정,2018.0,1R,19881016,4.08,4,44.0,41.33,53421000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
674,674,1703,AAGLY41ti6oaH05jSL8k5q9V,행정학과,정책학전공,AAE106G3OaPSWT3x2E1+NanP,KOR,박사과정,2018.0,2R,19750507,4.13,5,48.33,44.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
675,675,1704,AAFlzN1z35GBVlZTwAU+5bdG,행정학과,행정학전공,AAHS2LI7XybQt0MSxUxGymWU,KOR,박사과정,2018.0,1R,19880703,4.21,4,46.67,43.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
676,676,1705,AAGhTyZTH/VWOIXUYy4SVOzW,행정학과,행정학전공,AAECSoEB3J6CopjyNK5J3r7l,KOR,박사과정,2018.0,2R,19860724,4.25,5,47.67,49.17,34850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
677,677,1710,AAG2QZRJdUVrUeUeYvT1r+Z8,교과교육학과,수학교육전공,AAE3v8pypoapG1VC4rigvs+5,KOR,박사과정,,,19890415,4.35,4,46.5,46.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
678,678,1711,AAHKhvvr6W+0/qXkgk8U02tu,법학과,행정법전공,AAGR7HLUB8bMKpPgkUOAN/E+,KOR,박사과정,2019.0,1R,19891106,4.5,4,40.0,47.5,7800000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
679,679,1712,AAHDS6ZYUxZN3zQbr29FBGDL,법학과,행정법전공,AAGR7HLUB8bMKpPgkUOAN/E+,KOR,박사과정,,,19780409,3.92,3,40.0,45.4,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
680,680,1713,AAE4qW62QLmU+ZU3W8YHYPME,법학과,헌법전공,AAHkMousrJEsrNiEUrwVl2xe,KOR,박사과정,2019.0,2R,19780607,3.92,4,34.0,55.9,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
681,681,1716,AAHvi0JZgH/LQ/NEhuK0rM5S,경제학과,계량경제학전공,AAFus8wsCsUmIdcPtcEHCi/q,KOR,박사과정,2019.0,1R,19770521,3.71,5,57.7,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
682,682,1717,AAGBgoa+tep0F3obyV1ZwETk,법학과,형법전공,AAEF7+Ji0M2R/aDCljjJtc9e,KOR,박사과정,2019.0,1R,19860814,4.38,4,40.0,59.5,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
683,683,1719,AAG9wnyJMrn7h6HHMrE6HVDZ,법학과,상법전공,AAEI1jpOt3FO5oLhVnFm8Z/n,KOR,박사과정,2019.0,2R,19890805,4.46,4,40.0,59.2,1713000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
684,684,1724,AAED1fsEzvoo/cTlr+IWoiYD,경제학과,계량경제학전공,AAHpK1AgO+Ev7gCGATn9fjHT,KOR,박사과정,2018.0,1R,19840517,4.0,4,62.9,10.0,52514268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
685,685,1725,AAFk6gLZ29+kST+1ikyS1w1h,법학과,행정법전공,AAEVFDYQhcocNaGvSxQsObV6,KOR,박사과정,,,19821206,4.5,2,40.0,57.85,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
686,686,1736,AAF6wGUbHfWVJ0BVWScX18LF,의학과,내과학전공,AAGDpWmlig+7zERHPBNPIp03,KOR,박사과정,,,19910816,4.32,4,44.33,46.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
687,687,1738,AAEpWkuqtGGfn2HC1vmiX+9A,경영학과,마케팅전공,AAFEyS+ZCSQfxyMtA4OTloJ/,KOR,박사과정,,,19840207,4.19,3,38.2,60.0,24400000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
688,688,1739,AAE7fIaNr9AjS7MpDJAKIH8r,경영학과,회계학전공,AAE9XxP7M6htSt3AuBPEpndb,KOR,박사과정,,,19830808,4.19,3,33.4,59.0,18000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
689,689,1740,AAGYFqt3QyCSf68EBMTLsZvd,의학과,성형외과학전공,AAFdBH9wvM9pK01HLspaRzEz,KOR,박사과정,,,19911105,4.1,4,41.0,45.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
690,690,1744,AAHHee37HqwndP4cqBZZzlEc,교과교육학과,역사교육전공,AAFkIQLV+8+oRK/p+lBLlLhD,KOR,박사과정,,,19880127,4.45,4,48.5,48.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
691,691,1746,AAGS+eKzza/8w65Pem/Thnxk,경제학과,노동경제학전공,AAGzXItIuJUQhIaZUQF/G/An,KOR,박사과정,2020.0,1R,19820701,3.46,6,58.3,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
692,692,1756,AAGGIJXHRrLlBI/OZ3kidF9X,정치외교학과,국제정치전공,AAFlBqHICwrRu6hb2MHRs8tT,KOR,박사과정,2020.0,1R,19841112,4.21,6,45.4,42.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
693,693,1758,AAFnafRnlVNGyIlTRYprYwYF,행정학과,행정학전공,AAECSoEB3J6CopjyNK5J3r7l,KOR,박사과정,2020.0,2R,19860821,4.25,4,47.33,46.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
694,694,1760,AAHHVA990fo6c/LkNjbCGLru,의학과,소아청소년과학전공,AAEv46KzUmWfOu4wQ+Q95dfQ,KOR,박사과정,,,19780515,4.25,4,44.33,47.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
695,695,1763,AAHQTZ3O5G6sHFWG48K3Gt+U,의학과,치과학전공,AAGpIso9QR856/QSPveK4uTJ,KOR,박사과정,,,19811016,3.92,4,43.33,44.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
696,696,1765,AAExnsH3WiFLYC069TqMnSas,법학과,헌법전공,AAGP5lNCXb+jYqmdhlv5DtDu,KOR,박사과정,2019.0,1R,19890325,4.36,4,39.0,59.5,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
697,697,1766,AAEwI7kg3YZs4OZvJPWTs6JO,법학과,민사소송법전공,AAHAGmhklpX1oAbv/wW1fB3R,KOR,박사과정,2020.0,1R,19810421,4.46,6,35.0,57.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
698,698,1767,AAFbAgdFP4WIH+sZ5aDDy/cU,법학과,헌법전공,AAGP5lNCXb+jYqmdhlv5DtDu,KOR,박사과정,2020.0,2R,19870416,4.04,4,40.0,58.7,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
699,699,1769,AAEu2NieGnjF4BYS/CUsEuCm,국제경영학과,국제경영관리전공,AAH9bP/dqGvsS91kEMTOm6fz,KOR,박사과정,2018.0,1R,19891004,3.71,4,35.0,59.0,1653472.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
700,700,1770,AAFyZDFt/eWuiDQAxeP2sHnM,영상문화학협동과정,영상문화학전공,AAE8Qtd1Mq++8lla0ln9iVTJ,KOR,박사과정,,,19910719,4.14,4,48.0,47.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
701,701,1772,AAETeMrzxwuzCxhSsSXlDOMk,심리학과,임상 및 상담심리학전공,AAHuy9NElO+q8TW82Fn/fma7,KOR,박사과정,2021.0,2R,19851208,4.33,4,39.0,57.2,7800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
702,702,1774,AAH3BWv8JTsBm91jE+SUk/6h,심리학과,임상 및 상담심리학전공,AAHuy9NElO+q8TW82Fn/fma7,KOR,박사과정,,,19860514,4.35,5,39.0,55.4,20300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
703,703,1775,AAF3/BymA/Z8U4TcLL8/1qGP,심리학과,임상 및 상담심리학전공,AAGG8sacnm+rEj8wFAkOQu5V,KOR,박사과정,2020.0,2R,19830602,4.29,4,39.0,55.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
704,704,1776,AAHPPXU7PohqXxoRc47Cbqfb,심리학과,임상 및 상담심리학전공,AAGG8sacnm+rEj8wFAkOQu5V,KOR,박사과정,2020.0,2R,19860331,4.42,4,39.0,58.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
