,Unnamed: 0,Unnamed: 0.1,학번,학과,전공,전공교수,rec012_nation_cd,과정,수료년도,수료학기,rec012_birth_dt,gpa,rec012_school_term,서류점수,면접점수,인건비총액,학생소속대학명_간호대학,학생소속대학명_경영대학,학생소속대학명_공과대학,학생소속대학명_디자인조형학부,학생소속대학명_문과대학,학생소속대학명_미디어학부,학생소속대학명_법과대학,학생소속대학명_보건과학대학,학생소속대학명_사범대학,학생소속대학명_생명과학대학,학생소속대학명_스마트보안학부,학생소속대학명_심리학부,학생소속대학명_의과대학,학생소속대학명_이과대학,학생소속대학명_정경대학,학생소속대학명_정보대학,학생소속대학명_정보보호학부,학생교육부계열_공학,학생교육부계열_예·체능,학생교육부계열_의학,학생교육부계열_인문·사회,학생교육부계열_자연과학,학생교육부계열_nan,성별_1,성별_2,입학과정_군위탁생,입학과정_외국인,입학과정_정원내신입학,입학과정_정원내재입학,입학과정_정원외-계약학과,입학과정_편입학박사(2학기),입학과정_편입학박사(3학기),입학과정_학연산협동과정,학적_수료,학적_수료연구(재학),학적_수료연구(제적),학적_수료연구(휴학),학적_재학,학적_제적,학적_휴학,학부출신_자교,학부출신_타교,대학원출신_자교,대학원출신_타교,대학원출신_nan
1487,1487,4090,AAHwtMVU9Y4TQC8WEVDNotyn,비교문학비교문화협동과정,비교문학비교문화이론,AAESZ4t8GQ7lIXygR1yNoFhx,CHN,박사과정,2019.0,1R,19830419,4.29,5,96.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1488,1488,4091,AAHS7kRJtjC+xHa9ZX4B2jMl,경제학과,정치경제학전공,AAHfI8o6ZdydReKHZ3TLPHZh,KOR,박사과정,,,19890209,4.38,5,57.78,32.0,26350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1489,1489,4095,AAGXHR7wKgRxrImEoxTVcggd,건축학과,도시계획 및 도시설계전공,AAHgiM2C3WUM7yWRxcTuz+r0,KOR,박사과정,2018.0,2R,19820127,4.0,4,36.0,60.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1490,1490,4098,AAEQ7PUgcdn9IFIWnIKyPa6y,사회학과,사회학전공,AAGCKfQYZ4lcPvwHYYP+4coR,KOR,박사과정,,,19860111,4.25,1,47.0,47.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1491,1491,4099,AAFbdXeXvJqgOqyT1ZJBFcDz,사회학과,사회학전공,AAG/ojKzlX2QXjjYwcuLluna,KOR,박사과정,2020.0,1R,19870930,4.27,4,49.0,49.0,15538460.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1492,1492,4100,AAED4WylqS1DWLxddwFZ4VL2,사회학과,사회학전공,AAGlLrbMH4u4Mi6ZqZYKW3et,KOR,박사과정,,,19920222,4.15,4,46.0,45.0,7655121.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1493,1493,4101,AAF4rjnKwhpicSYmiuV7W+8X,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,KOR,박사과정,,,19830720,4.5,3,42.0,49.67,12400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1494,1494,4102,AAFohc7aRWS/N/gm6OEWgZSg,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,KOR,박사과정,2021.0,1R,19831128,4.47,4,43.94,42.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1495,1495,4103,AAGMmnc5tggedwqMq8hR5quP,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,KOR,박사과정,2021.0,1R,19910306,4.5,4,44.92,49.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1496,1496,4105,AAHNI8prKUxhmFa+mqai0DE9,경영학과,경영관리전공,AAHyL+R6j5GewOs8ZrWS3TYV,KOR,박사과정,,,19911004,,1,33.0,57.3,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1497,1497,4107,AAF2PIBhhDvLaxbHvlWDlvQ8,교육학과,교육과정학,AAG/q/7EFVvdlEHZn04XE8Vy,KOR,박사과정,,,19830529,4.39,4,38.38,48.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1498,1498,4108,AAF2/4rAhEAT+O/xe53NQgvG,경제학과,산업조직론전공,AAG3W4zrJRMvBkxE+4pWO9An,KOR,박사과정,,,19850508,3.75,5,58.76,32.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1499,1499,4113,AAFwXRYrXp3nudRKdiMyhrNc,사회학과,사회학전공,AAHyVO6GrnhGnPtY9Qn7ncaV,KOR,박사과정,2021.0,2R,19871101,4.42,4,58.0,35.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1500,1500,4116,AAHwxgDjI2nKmv+NaGTvRuLC,법학과,사회법전공,AAHuFEroarQvf+h+mmKgS4Vl,KOR,박사과정,2021.0,1R,19901217,4.38,4,36.3,53.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1501,1501,4117,AAE3XdFf9r36lkBtuOOJ8lM5,법학과,사회법전공,AAHuFEroarQvf+h+mmKgS4Vl,KOR,박사과정,2021.0,1R,19850419,4.46,4,39.1,60.0,10100000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1502,1502,4118,AAG9ohaSGKkc8lZkLt2YsMGz,법학과,행정법전공,AAEVpefSx2DfXfxPyN10hOfU,KOR,박사과정,2021.0,1R,19741116,4.5,4,35.84,53.76,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1503,1503,4119,AAEZciDZIfkBwi9S9DvGszsc,법학과,국제법전공,AAEiJmR7bEMeNFQCFS9vydH7,KOR,박사과정,,,19890924,4.11,3,39.0,59.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1504,1504,4120,AAFZKIYuld6/qWq9yZ9uPimS,법학과,민법전공,AAHPXElwKxH/atnjTi9UMxrH,KOR,박사과정,2021.0,2R,19760421,4.5,5,40.0,57.8,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1505,1505,4123,AAH0q7RW2x0XWKA87KlGOVvF,신소재공학과,신소재공학전공,AAE330+czTet4zmy3RsNp6PW,KOR,박사과정,2020.0,2R,19870605,3.63,4,40.0,58.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1506,1506,4124,AAF2GwbrfUU8DtskHzAg8tXe,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,KOR,박사과정,2021.0,1R,19880301,3.76,5,40.0,59.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1507,1507,4125,AAFvAWxotTzY8NOAR3tznSHe,의학과,진단검사의학전공,AAEJeWtRUd1BPb3HAGSb8WCs,KOR,박사과정,2017.0,2R,19840228,4.27,4,49.0,47.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1508,1508,4129,AAG/8dJf87AFWZAc+27HX5Io,언어학과,이론언어학전공,AAFbK25lpFvooPlE6g+g4uxV,KOR,박사과정,2019.0,2R,19861127,4.25,5,61.0,25.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1509,1509,4130,AAG6BSNmJUPtONdigoNJsx+O,언어학과,실용언어학전공,AAEbbYilwXZpDs0C3Uha/PvM,KOR,박사과정,2018.0,2R,19781121,4.13,4,59.67,22.67,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1510,1510,4131,AAGrmgzimv8XzSg3FcCeUgpx,언어학과,기호학전공,AAERTgUUXt3oKM/ag1RNJ3oN,KOR,박사과정,2018.0,2R,19890518,4.5,4,65.67,26.33,81044233.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1511,1511,4135,AAG5n9ATxOLA7CykFRuz+ZlR,법학과,행정법전공,AAHHjtMep5WWR4kp47UTJvk5,KOR,박사과정,,,19890127,4.36,3,37.58,56.38,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1512,1512,4136,AAGka4sAJ0AUpfUTxCqmJ4+S,법학과,국제법전공,AAE9AH8FyG2cKTLq2NXEsqOZ,KOR,박사과정,2021.0,1R,19740929,4.21,4,39.3,59.1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1513,1513,4137,AAFmqANKcXu9QvDhPeQZ886T,법학과,상법전공,AAEtbrM8IuGtJu3wy0M3smco,KOR,박사과정,,,19750527,4.5,2,44.4,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1514,1514,4149,AAGD9PB2fMtgPZ6LJJS3qNRM,교육학과,상담,AAEu64tmWkcTxGKM2cMCG/p4,KOR,박사과정,2021.0,1R,19910423,4.46,4,44.77,50.0,27890000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1515,1515,4150,AAHJnFFjZVi1eE8WsKVYI9jf,교육학과,상담,AAHyB+Q/8ITZe6bVxE5awfzx,CAN,박사과정,,,19910228,4.25,1,98.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1516,1516,4152,AAFemd/D3pOWMJSLhINOYASV,화공생명공학과,화공생명공학전공,AAEq8HcBVKlZ1zoHoDD1+2+v,KOR,박사과정,2018.0,1R,19870208,4.0,4,60.0,36.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1517,1517,4153,AAF1aO6zU6bcoHcRtxMfN0go,화공생명공학과,화공생명공학전공,AAFT5aAQWoSTjHQ9sbU7sw8f,KOR,박사과정,2018.0,1R,19870707,3.57,4,60.0,37.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1518,1518,4158,AAF8hzV1EljszGuKC9E3Xcz7,신소재공학과,신소재공학전공,AAHMngiUwqKD8mqXyCpl4RdA,KOR,박사과정,2020.0,2R,19911015,3.67,4,40.0,57.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1519,1519,4159,AAEOrwg5xrFig/GcpRj2y8Vt,중일어문학과,일본문학·문화전공,AAFjbK1cPIRsfjtFVHiPphd6,KOR,박사과정,2018.0,2R,19851028,4.39,4,49.0,48.0,17706453.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1520,1520,4160,AAGwdMGqyKJxi1gcgpRcrR5o,중일어문학과,일본어학·교육전공,AAFUy67Mx6THdY+FMYlotZ65,JPN,박사과정,2018.0,2R,19910908,4.5,4,100.0,,31548388.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1521,1521,4174,AAEOkZ/kEOqjKLokmPAY6nMh,정치외교학과,비교정치전공,AAEsZFit5D0sEQdsjsHsfKCB,KOR,박사과정,,,19910822,,1,47.67,46.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1522,1522,4177,AAFCzZVkrBl0I1Lpm8YrRf8h,언어학과,전산언어학전공,AAERTgUUXt3oKM/ag1RNJ3oN,KOR,박사과정,2019.0,1R,19850511,4.26,5,61.0,24.67,65377567.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1523,1523,4178,AAF2NeIwXjW5s/BgxTcRY8fk,언어학과,실용언어학전공,AAEbbYilwXZpDs0C3Uha/PvM,KOR,박사과정,2018.0,2R,19800724,4.21,4,55.0,21.67,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1524,1524,4179,AAFgnNNtrW0jTQZnzM4HKXGv,언어학과,이론언어학전공,AAFbK25lpFvooPlE6g+g4uxV,JPN,박사과정,2018.0,2R,19850727,4.33,4,88.33,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1525,1525,4180,AAE+rkHZjqTO6lLJfEILZQdT,행정학과,정책학전공,AAEk701lAUvWRslz8p8VHNoN,KOR,박사과정,,,19790130,,1,42.0,44.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1526,1526,4181,AAFJ1jyQapNS+6SPwHElOigU,행정학과,행정학전공,AAE106G3OaPSWT3x2E1+NanP,KOR,박사과정,,,19890113,,1,45.67,48.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1527,1527,4182,AAGhXHDiCbMIpud/1npH6htY,행정학과,정책학전공,AAHLdL9J9kLanLN07eyLjOqi,KOR,박사과정,,,19890810,,1,44.33,45.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1528,1528,4183,AAGmU0NgVA5Oapr01n3xEkhC,행정학과,행정학전공,AAHLdL9J9kLanLN07eyLjOqi,KOR,박사과정,,,19881109,,1,43.0,47.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1529,1529,4192,AAHY8Sp1Xrd/EmvgIBXMEFKT,심리학과,문화및사회심리학,AAGGefnniz3rxVKy0CwzsOBM,KOR,박사과정,,,19850810,4.5,2,38.0,58.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1530,1530,4197,AAG2XzT1lIXquEuqn3dV3Flb,지구환경과학과,지질과학전공,AAEJsbNiszuuzhJEcu6fDJAj,KOR,박사과정,,,19941014,4.5,2,48.17,49.5,21400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1531,1531,4200,AAHR2CDp7K47d11mKG6XredB,지구환경과학과,지구물리학전공,AAGpsdIBAnlNjLjMS9OzOjH5,KOR,박사과정,,,19760516,4.35,4,45.9,47.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1532,1532,4207,AAEtQbCf8Pf/6UksHK0plrO8,지구환경과학과,지구물리학전공,AAGpsdIBAnlNjLjMS9OzOjH5,KOR,박사과정,,,19910204,4.17,2,47.76,46.0,25670000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
