,Unnamed: 0,Unnamed: 0.1,학번,학과,전공,전공교수,rec014_nation_cd,과정,수료년도,수료학기,rec014_birth_dt,졸업년도,졸업학기,gpa,rec014_school_term,서류점수,면접점수,대학원출신,인건비총액,학생소속대학명_간호대학,학생소속대학명_경영대학,학생소속대학명_공과대학,학생소속대학명_디자인조형학부,학생소속대학명_문과대학,학생소속대학명_미디어학부,학생소속대학명_법과대학,학생소속대학명_보건과학대학,학생소속대학명_사범대학,학생소속대학명_생명과학대학,학생소속대학명_심리학부,학생소속대학명_의과대학,학생소속대학명_이과대학,학생소속대학명_정경대학,학생소속대학명_정보대학,학생소속대학명_정보보호학부,학생교육부계열_공학,학생교육부계열_예·체능,학생교육부계열_의학,학생교육부계열_인문·사회,학생교육부계열_자연과학,성별_1,성별_2,입학과정_군위탁생,입학과정_복수학위제,입학과정_외국인,입학과정_정원내신입학,입학과정_정원내재입학,입학과정_정원외-계약학과,입학과정_정원외북탈민,입학과정_편입학석사(2학기),입학과정_편입학석사(3학기),입학과정_학·석사연계과정,입학과정_학연산협동과정,학적_졸업,학부출신_자교,학부출신_타교
1982,1982,2125,AAGgjVAbMd+ptBAdWJKarVMU,심리학과,임상 및 상담심리학전공,AAGG8sacnm+rEj8wFAkOQu5V,KOR,석사과정,2017.0,2R,19890320,2018,1R,4.42,4,38.0,57.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1983,1983,2126,AAG32krmI79hY7F3Hi+ZF2Lx,심리학과,소비자 및 광고심리학전공,AAFeh70WiRyISqHj1PRIXj0G,KOR,석사과정,2017.0,2R,19891005,2018,1R,4.35,4,35.0,55.6,,10350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1984,1984,2127,AAF1w7qGSR+GoBVi/mbo2S03,심리학과,행동인지신경과학전공,AAENSyOL4iTE9ISARl49W//P,KOR,석사과정,2017.0,2R,19920709,2018,1R,4.39,4,38.5,59.0,,15454800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1985,1985,2128,AAExd9DqkdUD6xZfKvmg5NXC,신소재공학과,신소재공학전공,AAHtjVpi/adGnjoH4gqGkXR+,KOR,석사과정,2017.0,1R,19880308,2018,1R,3.88,4,51.0,33.0,,17460000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1986,1986,2129,AAHcTvvlcaOPxj1qNxVUmGVA,심리학과,임상 및 상담심리학전공,AAFC/1EeQ8l9G61w9LALxkKT,KOR,석사과정,2017.0,2R,19920424,2018,1R,4.25,4,38.0,54.2,,8520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1987,1987,2130,AAHQ6VoAO9ur9zbr5MruJedP,환경생태공학과,생태학및환경생물학전공,AAG0g5Ja4SQJyI1GvEnYJ75a,KOR,석사과정,2020.0,1R,19860722,2020,1R,4.31,4,45.33,45.33,,8100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1988,1988,2131,AAGHI4sCaB95s/iSsOeq7any,산업경영공학과,산업경영공학전공,AAEYVfsfVhIHnbTEKHsFv2Gf,KOR,석사과정,2017.0,1R,19810612,2018,1R,3.61,4,40.33,44.67,,15209004.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1989,1989,2132,AAHurFhDmTXUI71/3O+UTxJe,화공생명공학과,화공생명공학전공,AAEgg9xAPbUzkzqGsSdbE/vh,KOR,석사과정,2020.0,1R,19930107,2020,1R,4.06,4,56.25,38.5,,38050000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1990,1990,2133,AAE4ea4ELqQd+5kKErB6x1Bf,식품자원경제학과,응용경제학전공,AAFGcAYPGIGYoi+H0wn/DApP,KOR,석사과정,2017.0,2R,19920604,2018,1R,4.5,4,47.0,48.0,,3546500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1991,1991,2134,AAGZKcx5XqD41Nx7rOX6OAoe,환경생태공학과,환경계획및조경학전공,AAGIv80OQ/hZbpSix5nrdVb2,KOR,석사과정,2017.0,1R,19891024,2018,1R,4.25,4,48.0,47.67,,39924499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1992,1992,2135,AAFaTeBIbJnaUlKs1mFwEUT8,환경생태공학과,생물재료공학전공,AAFhyf2PcEQcYtW+DNiIJ/KR,KOR,석사과정,2017.0,1R,19880815,2018,1R,4.33,4,47.33,48.0,,29561000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1993,1993,2136,AAGP5eqRa0UBwxakJyqe6vwg,바이오융합공학과,바이오융합공학전공,AAEzq7uArDNPbmNQXuBHS1dr,KOR,석사과정,2017.0,1R,19900219,2018,1R,4.33,4,53.33,38.0,,40807664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1994,1994,2139,AAGnqgBlOxxQwbWVIphOnxUM,바이오융합공학과,바이오융합공학전공,AAEpHiaFK56xDZ2xZgm7yKh4,KOR,석사과정,2017.0,2R,19900412,2018,1R,4.05,4,45.0,46.0,,36469000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1995,1995,2140,AAETQ49i61RwOY9rV5LIibeD,바이오융합공학과,바이오융합공학전공,AAG2To4SsGD0FGigabbDbxR3,KOR,석사과정,2017.0,2R,19890311,2018,1R,4.12,4,45.0,45.0,,29940000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1996,1996,2141,AAH5X3kwJPk866jWABh3pCrP,전기전자공학과,반도체 및 나노전공,AAH+0xHd9SnDMZtBH0JmIPUG,KOR,석사과정,2017.0,2R,19880118,2018,1R,4.19,4,49.8,48.7,,755000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1997,1997,2142,AAE2G1+s3ui8oiBbTTE1l/JD,전기전자공학과,반도체 및 나노전공,AAEi0/vt9suG6wBPbYe80RHO,KOR,석사과정,2018.0,1R,19871229,2018,1R,4.08,5,49.6,49.2,,20600000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1998,1998,2143,AAF81QVQQM01XI1TrGvTfvXs,전기전자공학과,컴퓨터공학전공,AAGeqJDzBjy+KGfL5UY+9TIp,KOR,석사과정,2017.0,2R,19900119,2018,1R,4.13,4,46.6,48.3,,36176000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1999,1999,2144,AAGXx1UvtZAUQVbpsheFpLpB,디자인조형학과,조형문화예술전공,AAFNly/lx6BL5qpp2w7tLhGp,KOR,석사과정,2018.0,1R,19920108,2018,1R,4.35,5,47.5,48.0,,3240000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2000,2000,2145,AAGiXyA2FNKbvO11b8lB2NBM,바이오시스템공학과,식물병리학 및 원예과학전공,AAF+YZ1XRqP4EMOAMoHcVntH,KOR,석사과정,2017.0,2R,19881020,2018,1R,4.44,4,49.0,48.0,,3050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2001,2001,2146,AAFdsV6zDBZOPMiAgiR9ww57,사이버국방학과,사이버전,AAEiraZ6qpsdI0KeimLwZhAe,ETH,석사과정,2017.0,2R,19840416,2018,1R,4.0,4,84.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2002,2002,2147,AAGqKxj+5TR5PvYmKvK7UK8C,사이버국방학과,사이버전,AAEI0Dw1DqhGJyirgd3W1URf,ETH,석사과정,2017.0,2R,19840124,2018,1R,4.13,4,81.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2003,2003,2148,AAEcZkcyb5LYaABw6+jV+hqA,사이버국방학과,사이버전,AAEI0Dw1DqhGJyirgd3W1URf,ETH,석사과정,2017.0,2R,19880528,2018,1R,4.13,4,85.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2004,2004,2149,AAHfmKqWEGrDxJMeLl9e5VdC,생활과학과,식품영양학,AAFEM6Xg7M9C75PwVSHhpu2j,KOR,석사과정,2017.0,2R,19890323,2018,1R,4.25,4,45.0,48.0,,10816000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2005,2005,2150,AAFeMLPZycZA9cAIED+E5ZCE,환경생태공학과,수질및토양환경전공,AAE/Pnoq2tglhXG2iBJp8oI9,KOR,석사과정,2020.0,1R,19940203,2020,1R,4.44,4,46.33,47.0,,36630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2006,2006,2151,AAGCTOKTjRlwhK0Q73kDc8aj,디자인조형학과,조형문화예술전공,AAFNly/lx6BL5qpp2w7tLhGp,KOR,석사과정,2017.0,1R,19880109,2018,1R,4.3,4,47.5,48.5,,5400000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2007,2007,2153,AAFPMccZci49VtnvZfw2wDyK,통계학과,응용통계학전공,AAGfCyoXtWFmLbUAXs92tPER,KOR,석사과정,2017.0,2R,19891129,2018,1R,3.88,4,43.0,40.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2008,2008,2154,AAEvVxNp5YeFe4eJBKlF9Kb9,의학과,영상의학전공,AAGsTopswBi01jPoOLi1ASCv,KOR,석사과정,2018.0,1R,19890714,2018,1R,4.11,4,46.0,45.33,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2009,2009,2155,AAH5L8eomEgS7/q8CpI1wLau,의학과,이비인후과학전공,AAEP3ZL4H5BGeSyJLERW8M2C,KOR,석사과정,2017.0,2R,19880409,2018,1R,3.94,4,36.0,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2010,2010,2156,AAGYkTRSg9rzXZKOcilwQzdx,기계공학과,기계공학전공,AAGA1IrRNou8lBL6ymzDNYzH,KOR,석사과정,2017.0,2R,19900712,2018,1R,4.0,4,48.5,48.5,,6263220.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,2011,2157,AAE385dsUsjLX/FqDaSoQQic,의학과,피부과학전공,AAF2pK0vSj3lNXPZWcIBfRn6,KOR,석사과정,2017.0,2R,19900207,2018,1R,4.27,4,41.0,44.67,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2012,2012,2158,AAHHAIbngrdg2vheQLJ6+5rB,의학과,신경외과학전공,AAEyT9hR98KfmrPHyAN8RW0o,KOR,석사과정,2017.0,2R,19880115,2018,1R,3.86,4,36.0,47.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2013,2013,2159,AAHWzMhuK2H3Lspb+DAbKwoV,생명공학과,시스템식품생명공학전공,AAHECUxqFpXUf9CGdHkhqPtY,KOR,석사과정,2018.0,1R,19880305,2018,1R,4.38,5,44.0,48.6,,29610400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2014,2014,2160,AAGgiGFvi+ce4DK/+uYsmoXy,기계공학과,기계공학전공,AAFAbhVgDcRTPKjlPahhiYS1,KOR,석사과정,2017.0,2R,19890303,2018,1R,4.27,4,46.0,46.5,,30921290.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2015,2015,2161,AAEaCdvVHoBiz2puo82wNGpx,의학과,정형외과학전공,AAEozriQFdIqpqzKCj6IhiZt,KOR,석사과정,2017.0,2R,19870725,2018,1R,4.0,4,37.0,47.33,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2016,2016,2162,AAEU7LDIPnaFiqQszwmHKVvo,의학과,정형외과학전공,AAGFThDSmIQ7jyMjWSXNO4ou,KOR,석사과정,2017.0,2R,19870924,2018,1R,4.0,4,37.0,47.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2017,2017,2163,AAEGuOqZUv3U6uuafZiIQv4x,생명공학과,의약나노바이오시스템전공,AAGu6sAepK2H5xXyzu22Hr5B,SAU,석사과정,2017.0,2R,19880131,2018,1R,4.29,4,98.0,,,12864516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2018,2018,2164,AAGl09j54J/vVwnH5HAnMU6N,의과학과,의생명과학전공,AAE9Fw2jY2IDlWWUnLwrkCr7,KOR,석사과정,2017.0,2R,19890913,2018,1R,4.17,4,46.0,45.7,,35024116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2019,2019,2165,AAFAhwlwKZktiJIRBYjgWpEM,의과학과,의생명과학전공,AAEwDEaaIZBiht/3LwH5PiZ9,KOR,석사과정,2017.0,2R,19900430,2018,1R,3.5,4,44.7,46.7,,46047058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020,2020,2166,AAGINAA698XVqhhPqa3XP7Pf,의과학과,의생명과학전공,AAEiGLfqYdYYjbHBro0Nx4/i,KOR,석사과정,2017.0,2R,19901119,2018,1R,3.65,4,46.0,46.3,,18280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2021,2021,2167,AAGdgtfRhaButh0aWjzBXfHc,체육학과,체육학전공,AAHfsugKH0v+k5AzE/KPtKP1,KOR,석사과정,2018.0,1R,19870731,2018,1R,4.5,4,41.67,39.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2022,2022,2168,AAGFDv9DGVWlf1IJqVq9qoUK,의학과,피부과학전공,AAFv4pf2lGvz0CVIti0QFbEG,KOR,석사과정,2017.0,2R,19890708,2018,1R,4.15,4,40.0,45.33,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2023,2023,2169,AAE4Qt/CwSdbuKIcnKIxjteB,미세소자공학협동과정,마이크로소자전공,AAGVaVDMnAJbsoy6IqhpItUd,KOR,석사과정,2017.0,2R,19680120,2018,1R,4.5,4,43.7,45.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2024,2024,2170,AAHU5cfaBMaGtxZzDT96DRm3,생명공학과,시스템식품생명공학전공,AAEF8BUKq4sC/VszAqT1FPFN,KOR,석사과정,2018.0,1R,19910327,2018,1R,3.89,5,43.0,46.6,,25200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2025,2025,2172,AAH3qS4I3JK++9hCd0OhDUfx,심리학과,행동인지신경과학전공,AAFJ+eOrfwyg9h5DzuILZ5h5,KOR,석사과정,2017.0,2R,19900216,2018,1R,4.5,4,38.5,58.0,,28054120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2026,2026,2173,AAErjGQ2gEbg5daoFSFmU8yc,심리학과,임상 및 상담심리학전공,AAHuy9NElO+q8TW82Fn/fma7,KOR,석사과정,2017.0,2R,19920205,2018,1R,4.18,4,37.0,52.8,,6167458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2027,2027,2174,AAFOVb1QONx5gAm96xLPwrF9,심리학과,소비자 및 광고심리학전공,AAE2zHANQ2GZm4b8zW/4R0sh,KOR,석사과정,2017.0,2R,19920417,2018,1R,4.45,4,37.0,55.1,,2150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2028,2028,2175,AAFyrBa0WlkfwbMiNF1p4WGQ,심리학과,문화및사회심리학,AAGGefnniz3rxVKy0CwzsOBM,KOR,석사과정,2017.0,2R,19900620,2018,1R,4.38,4,37.0,55.3,,11928000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2029,2029,2176,AAFYjp2+GRkFiXurfxZJj2uu,환경생태공학과,생물재료공학전공,AAEtWrggesxQr14jlQTN+r4E,KOR,석사과정,2020.0,1R,19901109,2020,1R,4.44,4,45.67,44.33,,9520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2030,2030,2178,AAFSuYI+1ZjCj7ROqRTH823D,생명과학과,생화학전공,AAFCs6risgpKldWv4DMEijrV,KOR,석사과정,2017.0,2R,19910902,2018,1R,3.69,4,45.0,44.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2031,2031,2179,AAFbcp7DAfEqJWRCLWLe7t7q,간호학과,간호과학,AAG5miZUqiEp1EkVJrn8Q5LO,KOR,석사과정,2017.0,2R,19890922,2018,1R,4.44,4,39.33,58.67,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
