,Unnamed: 0,Unnamed: 0.1,학번,학과,전공,전공교수,rec014_nation_cd,과정,수료년도,수료학기,rec014_birth_dt,졸업년도,졸업학기,gpa,rec014_school_term,서류점수,면접점수,대학원출신,인건비총액,학생소속대학명_간호대학,학생소속대학명_경영대학,학생소속대학명_공과대학,학생소속대학명_디자인조형학부,학생소속대학명_문과대학,학생소속대학명_미디어학부,학생소속대학명_법과대학,학생소속대학명_보건과학대학,학생소속대학명_사범대학,학생소속대학명_생명과학대학,학생소속대학명_심리학부,학생소속대학명_의과대학,학생소속대학명_이과대학,학생소속대학명_정경대학,학생소속대학명_정보대학,학생소속대학명_정보보호학부,학생교육부계열_공학,학생교육부계열_예·체능,학생교육부계열_의학,학생교육부계열_인문·사회,학생교육부계열_자연과학,성별_1,성별_2,입학과정_군위탁생,입학과정_복수학위제,입학과정_외국인,입학과정_정원내신입학,입학과정_정원내재입학,입학과정_정원외-계약학과,입학과정_정원외북탈민,입학과정_편입학석사(2학기),입학과정_편입학석사(3학기),입학과정_학·석사연계과정,입학과정_학연산협동과정,학적_졸업,학부출신_자교,학부출신_타교
235,235,306,AAEDEhDlq5kRaz4HZSxIPtjS,기계공학과,기계공학전공,AAEXgpbpybfmEYI/SfyD7udJ,KOR,석사과정,2020.0,1R,19951202,2020,1R,4.0,4,48.0,46.0,,23690520.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
236,236,307,AAETrJm62mGrBaAvIZvFtOv1,생명공학과,시스템식품생명공학전공,AAEPSSGkQfBmBgUm/513k0AV,KOR,석사과정,2020.0,1R,19880225,2020,1R,3.88,4,43.3,44.0,,15400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
237,237,308,AAHNju7JHjDqfssEbX0kA+tb,기계공학과,기계공학전공,AAEXgpbpybfmEYI/SfyD7udJ,KOR,석사과정,2020.0,1R,19910208,2020,1R,4.28,4,45.0,40.5,,28749600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
238,238,309,AAESdN/6jfM4+23skAoYRCjL,기계공학과,기계공학전공,AAGMb99a8ba3R0Wqe3C95yqe,KOR,석사과정,2020.0,1R,19910406,2020,1R,4.13,4,47.0,44.0,,32148000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
239,239,310,AAGBjtX2rtjUbaQ/oDWykpxk,생명공학과,시스템식품생명공학전공,AAGI3mO4lvJLcU0bQdtgmrTe,KOR,석사과정,2020.0,1R,19950717,2020,1R,4.5,4,49.3,50.0,,11079997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
240,240,311,AAF7DklBeH7kwfPSgaNonpwC,기계공학과,기계공학전공,AAHy8v9SxR3RPadDh04S1IFi,KOR,석사과정,2020.0,1R,19940131,2020,1R,4.5,4,47.5,45.5,,33902000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
241,241,313,AAEPIID+m1t1JbPeB1enpFOb,기계공학과,기계공학전공,AAF0RhmCLYYNnbONzaDYXm0Q,KOR,석사과정,2020.0,1R,19920414,2020,1R,4.19,4,44.5,39.0,,21100000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
242,242,314,AAHZRtMqebW9YCafx8PW7kXY,기계공학과,기계공학전공,AAEjhMsY958qKCUYKbgm7g0N,KOR,석사과정,2020.0,1R,19920303,2020,1R,4.06,4,49.0,48.0,,30880000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
243,243,315,AAFdmsxbNmtwl7lh6a6QupKl,기계공학과,기계공학전공,AAHy8v9SxR3RPadDh04S1IFi,KOR,석사과정,2020.0,1R,19920207,2020,1R,4.25,4,49.0,48.5,,34502000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
244,244,316,AAHPebG90FtMgn4jCrL6P71s,생명공학과,시스템식품생명공학전공,AAEK4fvjVFU598cSOwKZL+/l,KOR,석사과정,2020.0,1R,19940605,2020,1R,4.19,4,48.3,47.0,,16200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
245,245,317,AAG8vWgOyO4AyT0S/1KrSGBo,의학과,재활의학전공,AAGQoaYgxv67uau3RzIODmqr,KOR,석사과정,2020.0,1R,19910706,2020,1R,3.85,4,43.1,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
246,246,318,AAEJBbNPL1Ja6HN0OJu5Pskt,생명공학과,시스템식품생명공학전공,AAEPSSGkQfBmBgUm/513k0AV,KOR,석사과정,2020.0,1R,19941018,2020,1R,4.31,4,40.3,36.0,,6300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
247,247,319,AAEWam8P7DxJvqK4TBE3vypl,생명공학과,시스템식품생명공학전공,AAHECUxqFpXUf9CGdHkhqPtY,KOR,석사과정,2020.0,1R,19940303,2020,1R,4.16,4,45.3,49.0,,12923763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
248,248,320,AAGVv/0GkT2aCiro8nibZroD,생명공학과,시스템식품생명공학전공,AAFpMCxXDgNDCVrcLKeZkkzu,KOR,석사과정,2020.0,1R,19921008,2020,1R,4.44,4,40.3,45.0,,13199998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
249,249,321,AAFUgG2EkaWqoD1fuOX3kwFy,생명공학과,시스템식품생명공학전공,AAEs+LK4zLcb59/lMVm5glD1,KOR,석사과정,2020.0,1R,19930708,2020,1R,4.21,4,41.3,40.0,,28707000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
250,250,322,AAE1c7gDtFXFNyFL2gkNtCDF,의학과,이비인후과학전공,AAEBZWY6YFr9GibKA5/hfDeL,KOR,석사과정,2020.0,1R,19900225,2020,1R,4.0,4,43.3,47.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
251,251,323,AAFofe++K3e7zQU7qsjqRfe1,생명공학과,시스템식품생명공학전공,AAEF8BUKq4sC/VszAqT1FPFN,KOR,석사과정,2020.0,1R,19921114,2020,1R,4.41,4,48.3,50.0,,10200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
252,252,324,AAGaSyGzvqxWXif3qmlAVzHO,생명공학과,시스템식품생명공학전공,AAGI3mO4lvJLcU0bQdtgmrTe,KOR,석사과정,2020.0,1R,19920918,2020,1R,4.5,4,45.3,48.0,,12800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
253,253,325,AAGbsfX/uoaKaLm7RH3CwQMS,생명공학과,시스템식품생명공학전공,AAGI3mO4lvJLcU0bQdtgmrTe,KOR,석사과정,2020.0,1R,19931208,2020,1R,4.38,4,40.3,42.0,,12777241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
254,254,326,AAEHYwrf3VKPQliHeOZgcLBX,생명공학과,시스템식품생명공학전공,AAHECUxqFpXUf9CGdHkhqPtY,KOR,석사과정,2020.0,1R,19930110,2020,1R,4.26,4,48.3,48.0,,27731166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
255,255,327,AAG6ktuNSmEUYua8isQYrpsY,생명공학과,시스템식품생명공학전공,AAEs+LK4zLcb59/lMVm5glD1,KOR,석사과정,2020.0,1R,19951218,2020,1R,4.5,4,42.3,50.0,,22060000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
256,256,329,AAEgiKBapdVMbX3MxfYLX2OQ,생명공학과,시스템식품생명공학전공,AAHECUxqFpXUf9CGdHkhqPtY,KOR,석사과정,2020.0,1R,19920826,2020,1R,4.32,4,40.3,39.0,,17334190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
257,257,330,AAHZp9YhvrO+zQ2B+eHIFnkB,생명공학과,시스템식품생명공학전공,AAEK4fvjVFU598cSOwKZL+/l,KOR,석사과정,2020.0,1R,19910905,2020,1R,4.29,4,45.3,46.0,,23700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
258,258,331,AAHLkGXLpvF1M5SLeRCxREv+,기계공학과,기계공학전공,AAFK+5SVj9ejLiucZZsQCDJk,KOR,석사과정,2020.0,1R,19851109,2020,1R,4.0,4,46.0,42.5,,12960000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
259,259,332,AAHrneN0EuooxUyhB8dWJqqb,생명공학과,의약나노바이오시스템전공,AAEP1liYbe8f30/s69ItSPqC,KOR,석사과정,2020.0,1R,19920103,2020,1R,4.5,4,44.0,43.1,,9600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
260,260,333,AAHjDALKWppj8kXPTsfydzj3,생명공학과,시스템식품생명공학전공,AAEs+LK4zLcb59/lMVm5glD1,KOR,석사과정,2020.0,1R,19940521,2020,1R,4.25,4,45.3,44.0,,27757241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
261,261,334,AAENyOqjyZrg0L8QkHgi4phI,생명공학과,의약나노바이오시스템전공,AAGyKz85ce5KkGjvgkmTKmk7,KOR,석사과정,2020.0,1R,19921229,2020,1R,4.5,4,43.0,41.1,,19940002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
262,262,335,AAGNssTNhR6/37vu44JHqQFp,기계공학과,기계공학전공,AAGDZ4rkGFkJQKMblYZPp9Q3,KOR,석사과정,2020.0,1R,19940603,2020,1R,4.5,4,49.5,49.5,,28600000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
263,263,337,AAETyYNunUO7nGfCEsAAL2CK,기계공학과,기계공학전공,AAF0RhmCLYYNnbONzaDYXm0Q,KOR,석사과정,2020.0,1R,19950313,2020,1R,4.19,4,46.5,43.0,,21400000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
264,264,339,AAHdWiji7t/prVhWhg/a8/xH,생명공학과,시스템식품생명공학전공,AAGI3mO4lvJLcU0bQdtgmrTe,KOR,석사과정,2020.0,1R,19921011,2020,1R,4.44,4,46.3,40.0,,13800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
265,265,340,AAF5HuXHnWUGOUdiMPV3YaAH,기계공학과,기계공학전공,AAG9vgWMRYHtNalVfeopzK5v,KOR,석사과정,2020.0,1R,19930719,2020,1R,4.44,4,48.5,47.0,,32686669.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
266,266,341,AAFe0IqeGFCsCG4ABjLCR2qW,기계공학과,기계공학전공,AAFCjzX9qe0W7xkpRbHTLFPT,KOR,석사과정,2020.0,1R,19930212,2020,1R,4.13,4,48.5,47.0,,25800000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
267,267,342,AAF2ueIHxR3KN6q+DfznCQX5,기계공학과,기계공학전공,AAHy8v9SxR3RPadDh04S1IFi,KOR,석사과정,2020.0,1R,19930327,2020,1R,4.17,4,48.0,46.5,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
268,268,343,AAEd3wStqM7LIf47lmCzntrw,기계공학과,기계공학전공,AAEXgpbpybfmEYI/SfyD7udJ,KOR,석사과정,2020.0,1R,19920329,2020,1R,3.94,4,49.0,48.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
269,269,344,AAEKGbiZ9ACHAsbMYi/lGKG+,기계공학과,기계공학전공,AAG/cBJlTlTFYnyDm7BwmMGG,KOR,석사과정,2020.0,1R,19920707,2020,1R,3.89,4,47.5,45.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
270,270,345,AAFN/8wJutFMdHMw9onCBmbP,기계공학과,기계공학전공,AAE9Ipr71+/6GsTPmjhNi//p,KOR,석사과정,2020.0,1R,19930108,2020,1R,3.88,4,45.5,41.0,,34700000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
271,271,347,AAFaS90nSgc0EZaEjTpIaszr,기계공학과,기계공학전공,AAFHzY8JkkLSWvCRab14c8yE,KOR,석사과정,2020.0,1R,19941120,2020,1R,4.44,4,49.0,48.5,,40200000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
272,272,348,AAHqNM4ugtsyrMPUvGRn+2Pn,기계공학과,기계공학전공,AAHy8v9SxR3RPadDh04S1IFi,KOR,석사과정,2020.0,1R,19920906,2020,1R,4.06,4,47.0,44.5,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
273,273,349,AAFAXzHdmWC29IEAeyaoz1xD,기계공학과,기계공학전공,AAGMlJxfOORPzbzO8WPFu09N,KOR,석사과정,2020.0,1R,19930302,2020,1R,4.13,4,48.5,47.5,,41000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
274,274,350,AAHxoqElNz3jKVEtNvYf9yrr,기계공학과,기계공학전공,AAG9vgWMRYHtNalVfeopzK5v,KOR,석사과정,2020.0,1R,19801104,2020,1R,3.88,4,46.5,43.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
275,275,351,AAFgamAeU+4vi43k5Zi3PHi4,기계공학과,기계공학전공,AAG9vgWMRYHtNalVfeopzK5v,KOR,석사과정,2020.0,1R,19941127,2020,1R,4.25,4,48.0,46.5,,28298580.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
276,276,352,AAGKYq+9SaytzF0jAShQfV32,기계공학과,기계공학전공,AAHy8v9SxR3RPadDh04S1IFi,KOR,석사과정,2020.0,1R,19930813,2020,1R,4.17,4,48.5,47.5,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
277,277,353,AAEvH5r4noKnvHSus8lZDCtd,기계공학과,기계공학전공,AAG/cBJlTlTFYnyDm7BwmMGG,KOR,석사과정,2020.0,1R,19931005,2020,1R,4.13,4,47.0,44.0,,37836000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
278,278,354,AAFlMJUVNNpdWPWb0w7QsKr6,기계공학과,기계공학전공,AAFCjzX9qe0W7xkpRbHTLFPT,KOR,석사과정,2020.0,1R,19940823,2020,1R,4.0,4,46.5,43.5,,25820000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
279,279,355,AAHX7h0R8FkjHK3OHEOZF0N0,기계공학과,기계공학전공,AAHy8v9SxR3RPadDh04S1IFi,KOR,석사과정,2020.0,1R,19910705,2020,1R,4.0,4,47.0,44.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
280,280,356,AAFx8Luw8ZyLF18xKBHsh/Yl,기계공학과,기계공학전공,AAGMlJxfOORPzbzO8WPFu09N,KOR,석사과정,2020.0,1R,19930413,2020,1R,3.94,4,48.0,46.0,,44000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
281,281,357,AAGVb7UDQHJA9UGoex5D7PCl,의학과,내과학전공,AAFqXPA9th4qZogL4VJhuz/2,KOR,석사과정,2020.0,1R,19910402,2020,1R,4.0,4,34.0,44.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
282,282,358,AAGXGNo0xLUohRU7r/P+mNXg,기계공학과,기계공학전공,AAFHzY8JkkLSWvCRab14c8yE,KOR,석사과정,2020.0,1R,19930309,2020,1R,3.31,4,46.5,43.5,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
283,283,359,AAHCyYHu7vWtbTwu7WxdqgUO,기계공학과,기계공학전공,AAFCjzX9qe0W7xkpRbHTLFPT,KOR,석사과정,2020.0,1R,19930604,2020,1R,4.0,4,46.0,42.5,,28500000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
284,284,360,AAHYNPkB+Lggvb+UB/2uCXbp,의학과,이비인후과학전공,AAHcFAmentw8nM7XP6r7SIla,KOR,석사과정,2020.0,1R,19910405,2020,1R,3.72,4,42.66,46.66,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
285,285,361,AAH9SG2mIzeJQNKH4kayihyl,의학과,내과학전공,AAE+ajRKIVLvixk3rzed3E/A,KOR,석사과정,2019.0,1R,19860225,2020,1R,4.13,4,33.0,40.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
