,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,학번,학과,전공,전공교수,rec014_nation_cd,과정,수료년도,수료학기,rec014_birth_dt,졸업년도,졸업학기,gpa,rec014_school_term,서류점수,면접점수,인건비총액,학생소속대학명_간호대학,학생소속대학명_경영대학,학생소속대학명_공과대학,학생소속대학명_문과대학,학생소속대학명_미디어학부,학생소속대학명_법과대학,학생소속대학명_보건과학대학,학생소속대학명_사범대학,학생소속대학명_생명과학대학,학생소속대학명_심리학부,학생소속대학명_의과대학,학생소속대학명_이과대학,학생소속대학명_정경대학,학생소속대학명_정보대학,학생교육부계열_공학,학생교육부계열_예·체능,학생교육부계열_의학,학생교육부계열_인문·사회,학생교육부계열_자연과학,성별_1,성별_2,입학과정_군위탁생,입학과정_외국인,입학과정_정원내신입학,입학과정_정원외-계약학과,입학과정_편입학박사(3학기),입학과정_학연산협동과정,학적_졸업,학부출신_자교,학부출신_타교,대학원출신_자교,대학원출신_타교,대학원출신_nan,졸업에걸린기간
69,69,69,368,AAHqwcbtNTI2eXwUNIV9x6JD,영어교육학과,영어교육학전공,AAF5As9uuNVqCXHp4R2bpnca,CHN,박사과정,2017,1R,19800301,2020,1R,4.42,4,88.25,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,10
70,70,70,371,AAGHBQFEUkkhAQkycgX4RNxl,컴퓨터학과,소프트웨어전공,AAFZ2VmriX3rQcXRM74rVPDs,KOR,박사과정,2018,1R,19850514,2020,1R,3.78,4,45,46,122953395,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,8
71,71,71,376,AAFi4HB+ChAHTAI82o/dQ3Xn,보건학협동과정,역학및의료정보학전공,AAGZFLJq90l6zGle/ifOfMLQ,KOR,박사과정,2019,1R,19690228,2020,1R,4.29,4,48.67,47,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,6
72,72,72,385,AAGpfUt2/HVlPtAknEH5znI+,의과학과,의생명과학전공,AAHnJRcAVSf9kl//z4pjLsEz,KOR,박사과정,2018,2R,19841028,2020,1R,4,4,40.33,39,61500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,7
73,73,73,394,AAHqhCQwb5ciR8Zel4vd76bF,법학과,상법전공,AAEBtsIg9Kmz3U10GUFgfRI7,KOR,박사과정,2018,1R,19780630,2020,1R,4.5,4,38.54,57.45,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,8
74,74,74,401,AAFC4XMToooCXBcNE/RrBacz,법학과,행정법전공,AAEVpefSx2DfXfxPyN10hOfU,KOR,박사과정,2017,2R,19840903,2020,1R,4.29,4,24.8,60,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,9
75,75,75,408,AAFujC/TeMT4UbDXKySZ+bIH,경제학과,정치경제학전공,AAGBxgup8RvsvQwMBE9UjZPV,KOR,박사과정,2017,2R,19781103,2020,1R,4,4,52,8,24200000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,9
76,76,76,475,AAGI1JmRARW1oBmlv+qNR2JK,보건과학과,보건정책관리학전공,AAF0HAOHfLVjTC68rcnHa0CB,KOR,박사과정,2019,1R,19870612,2020,1R,4.18,4,47.1,48.6,45427000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,6
77,77,77,536,AAEoAm5VJNXaJqCk4TU8yDs/,신소재공학과,신소재공학전공,AAHtjVpi/adGnjoH4gqGkXR+,KOR,박사과정,2017,1R,19870424,2020,1R,4,4,57,40,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,10
78,78,78,549,AAGAcsQm0bFREK6LxD5KWdcK,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,KOR,박사과정,2017,1R,19881014,2020,1R,4.04,4,57,36,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,10
79,79,79,554,AAGxA7yQwzZXZwTCZQeb2s6+,사회학과,사회학전공,AAGCKfQYZ4lcPvwHYYP+4coR,KOR,박사과정,2017,2R,19850810,2020,1R,4.46,4,46,46,27255606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,9
80,80,80,570,AAEoC+Ae/fgCQod8JPCX5TcM,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,KOR,박사과정,2018,1R,19660207,2018,1R,4.42,5,41,47.67,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,5
81,81,81,634,AAEJ9onk5wxkNd3PYzjBRvvh,보건과학과,치의기공학전공,AAEy0Hc2OmGBaWLjj4QHno00,KOR,박사과정,2017,1R,19880225,2017,1R,4.42,4,47,49.8,19738670,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,4
82,82,82,853,AAHzHZID+t24JWbIMd737R73,화공생명공학과,화공생명공학전공,AAGcoq+H8FFez0FhSoCIP7Pb,KOR,박사과정,2017,1R,19820324,2017,1R,3.61,4,50,32.5,44900000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,4
83,83,83,944,AAERIGMsastHJwqt4uhwv+Zn,의학과,정형외과학전공,AAH4Bo3rarcWbkzZ+7fsLB5r,KOR,박사과정,2017,1R,19721113,2018,1R,4.21,4,44,46.33,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,6
84,84,84,948,AAGWuM9zrIVpPxEMtuHBaZPR,체육학과,체육학전공,AAGkkssgS08bMcw6G1C3sai9,KOR,박사과정,2017,1R,19811018,2018,1R,4.36,4,44,45.33,3920000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,6
85,85,85,971,AAGGaxjZ0xHtRV1ygYlIJDFm,의학과,안과학전공,AAF/06D+x/fLxb9DFHlZZQcL,KOR,박사과정,2017,1R,19821108,2018,1R,4.17,4,41.01,47.67,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,6
86,86,86,972,AAFtHV+GzJ3nliO4mFFEHXEE,의학과,내과학전공,AAEU/lCqne3zt+6nbNlP/o9L,KOR,박사과정,2017,1R,19840101,2018,1R,4.19,4,45,44.33,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,6
87,87,87,985,AAEJdoWQT6PgFYla400mMZSP,보건과학과,보건정책관리학전공,AAF0HAOHfLVjTC68rcnHa0CB,KOR,박사과정,2017,1R,19890428,2018,1R,4.25,4,47.8,48.1,35220000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,6
88,88,88,1009,AAFjb4hzK9q1na8bHQOlV2fI,보건과학과,치의기공학전공,AAEy0Hc2OmGBaWLjj4QHno00,KOR,박사과정,2018,1R,19870220,2018,1R,4.38,4,45.1,49.6,26281950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,4
89,89,89,1077,AAH4lOAmMgD8XSOho/sviz+b,심리학과,임상 및 상담심리학전공,AAHuy9NElO+q8TW82Fn/fma7,KOR,박사과정,2017,1R,19740915,2018,1R,4.29,4,33,56.5,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,6
90,90,90,1252,AAGR8rFo46bSNR7c9rX141mF,교육학과,교육공학,AAH1tSmDwbxFSq2plv3pkoS1,CMR,박사과정,2017,1R,19860320,2018,1R,4.25,4,88,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,6
91,91,91,1255,AAHQLPW4u71zk12+II6Gdoc9,법학과,상법전공,AAGy0qCzwwAtJbn7rcwu3s9c,KOR,박사과정,2017,1R,19600110,2018,1R,4.46,4,39.9,56,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,6
92,92,92,1344,AAFdxPXc5O9agjcKbvVlDsef,환경생태공학과,생물재료공학전공,AAFhyf2PcEQcYtW+DNiIJ/KR,KOR,박사과정,2020,1R,19880815,2020,1R,4.15,4,45.33,46.67,73746344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,4
93,93,93,1372,AAFHO5lI58jtJgzechM4fFI9,건축사회환경공학과,물과 환경전공,AAEHg8p6bzn6NXD+rJOua9mz,KOR,박사과정,2017,2R,19750528,2018,1R,4,4,45.67,44.33,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,5
94,94,94,1438,AAFfl9AacZ7o+byaEs2JTSou,생명공학과,시스템식품생명공학전공,AAGI3mO4lvJLcU0bQdtgmrTe,KOR,박사과정,2017,1R,19870514,2017,2R,4.3,4,48,47.6,52744948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,5
95,95,95,1439,AAHNmjwypn1MzjVtGlCzQUkR,생명공학과,시스템식품생명공학전공,AAHECUxqFpXUf9CGdHkhqPtY,KOR,박사과정,2017,1R,19870603,2017,2R,4.24,4,47,46.6,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,5
96,96,96,1455,AAGL5irvUrSLjEkElHh6wLtK,화학과,유기화학전공,AAG7AQtjWhtHdCRRfq9kiaKp,KOR,박사과정,2017,2R,19880307,2020,1R,4.07,4,42,48,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,9
97,97,97,1554,AAFqbgAK4v3t/F1flrMt69ye,컴퓨터·전파통신공학과,컴퓨터학전공,AAGrB0rltJ7NuMTLDT0IQlaj,AZE,박사과정,,,19900629,2017,2R,4.38,4,95,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
98,98,98,1568,AAEBf6VLseXPXRsNP0GzbfSY,의학과,이비인후과학전공,AAEBZWY6YFr9GibKA5/hfDeL,KOR,박사과정,2017,1R,19681015,2017,2R,4.15,4,42.01,45.33,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,5
99,99,99,1602,AAHSOUu0OaIct9VPSV9WZAlV,보건학협동과정,역학및의료정보학전공,AAHrR4whp6yKILrRbjDXBU9E,KOR,박사과정,,,19801016,2017,2R,4.08,4,40,38,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
100,100,100,1618,AAFmqmEJtNAqa67/nbhibytm,산업경영공학과,산업경영공학전공,AAEO/gtHQWIcfBMM1FcwKmjM,KOR,박사과정,2017,1R,19861223,2017,2R,4.16,4,46.67,46.67,22725249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,5
101,101,101,1649,AAEF1U0P1Nm0ASCDUOes319p,의생명융합과학과,식품영양과학전공,AAHOgh7Z0ib2HpfnDBf/HS+s,KOR,박사과정,2017,1R,19700316,2017,2R,4.18,4,40,44,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,5
102,102,102,1675,AAFOqnRor/OeTY8L0H/RiVtx,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,KOR,박사과정,2017,1R,19711006,2017,2R,4.46,4,43,44.33,2380000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,5
103,103,103,1740,AAEEFi0A2DYxp6Arm/HCdCsl,과학기술학협동과정,과학관리학전공,AAFmghpMMALGcGkvPkDednPJ,KOR,박사과정,2017,1R,19740115,2017,2R,4.17,4,40,40,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,5
104,104,104,1772,AAGbpZIJ9Gi5PfZ+Y/lxiMNF,교육학과,교육공학,AAH1tSmDwbxFSq2plv3pkoS1,USA,박사과정,2017,2R,19781215,2018,2R,4.25,4,90.33,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,6
105,105,105,1780,AAFdIxBIOwDJYlk3tGkm94iQ,고전번역협동과정,고전번역전공,AAESdTOWxCKs1NvnjEHOZSZR,KOR,박사과정,2018,1R,19671207,2018,2R,4.38,4,45,48,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,5
106,106,106,1782,AAHuk65TASUUWKYHndMQGFi7,의학과,내과학전공,AAETFW8y4WGueEYVBNvxbV2x,CHN,박사과정,2017,1R,19890429,2018,2R,3.96,4,80,,34805000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,7
107,107,107,1843,AAHPksbr2HDyRAAVrDf5oFt1,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,KOR,박사과정,2017,1R,19861226,2018,2R,4.21,4,58,40,75150000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,7
108,108,108,1864,AAFf/YXv3rS7kGS4W68ywqem,의생명융합과학과,임상병리학전공,AAEFJQZqu9AJyflAngTj9nxs,KOR,박사과정,2018,1R,19790818,2018,2R,4.5,4,37,45,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,5
109,109,109,1886,AAE3hPuYj+YNVSL9QwpdByJn,바이오시스템공학과,의생명시스템전공,AAG1S7s5O9eQsqqkXSfbs3bT,KOR,박사과정,2018,1R,19650504,2018,2R,4.33,4,45,46,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,5
110,110,110,1887,AAHZuh/atdHd50UDC3IYwFfg,바이오시스템공학과,의생명시스템전공,AAG1S7s5O9eQsqqkXSfbs3bT,KOR,박사과정,2018,1R,19630601,2018,2R,4.42,4,45,45,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,5
111,111,111,1917,AAEYZlR9eleLi0DoYKM5PsNx,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,KOR,박사과정,2017,1R,19781004,2018,2R,4.3,4,38,44.97,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,7
112,112,112,1920,AAH37HTS/DpyVPz/p7BGJIgt,법학과,형법전공,AAHXhSsVEBvUXHj6w7F60/kJ,KOR,박사과정,2017,1R,19800125,2018,2R,4.38,4,39.1,60,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,7
113,113,113,1925,AAHp6RXSqJBLrTwq7MRGhLQ+,교육학과,상담,AAHyB+Q/8ITZe6bVxE5awfzx,KOR,박사과정,2017,1R,19770320,2018,2R,4.13,4,33.63,46.5,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,7
114,114,114,1928,AAH303miLTJLXaspxljdSpH4,법학과,지적재산권법전공,AAFCkE6Lc4xn5Jo/4q8FdSKH,KOR,박사과정,2017,1R,19871218,2018,2R,4.46,4,39.89,57,18147122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,7
115,115,115,1931,AAGA7iPoW4ztGD1JOe0qhgUa,생명공학과,시스템식품생명공학전공,AAEs+LK4zLcb59/lMVm5glD1,CHN,박사과정,2017,1R,19891212,2018,2R,4.25,4,96.4,,37242852,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,7
116,116,116,1933,AAH3VK3eS0mgUWl6cQcqfrFS,의학과,내과학전공,AAH6GFCtjIFfwTc7tTWJU5Ha,KOR,박사과정,2018,1R,19820822,2018,2R,4.17,4,42,43.67,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,5
117,117,117,1941,AAHvOruX5X7PExy8R4AaKO0z,법학과,상법전공,AAGy0qCzwwAtJbn7rcwu3s9c,KOR,박사과정,2017,1R,19770730,2018,2R,4.33,4,37,48.6,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,7
118,118,118,1957,AAEb6zsy1GqpmA0viTwmYdCg,의학과,내과학전공,AAEA/9JBFdUXXg75oMB3esiS,KOR,박사과정,2018,1R,19820420,2018,2R,4.17,4,43,45.33,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,5
119,119,119,1969,AAH/egzJhTWq2P5wpGBQ+bpA,행정학과,정책학전공,AAE5WQ5vUkXbqPGl695dRUBR,KOR,박사과정,2017,1R,19870401,2018,2R,4.42,4,49.37,49.33,39399996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,7
120,120,120,1989,AAFBKSVL+Nl6nKrGFQFscqm8,경영학과,회계학전공,AAEwYLIXCYNJN/eiVGft0Vp1,KOR,박사과정,2017,1R,19780214,2018,2R,4.12,4,37.83,58,20249064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,7
121,121,121,1990,AAEd7xOEIBFdszLout5h9EIw,뇌공학과,뇌공학전공,AAFiNL1DydCPEaVdw1o02ECv,KOR,박사과정,2017,2R,19731025,2018,2R,4.5,4,45,45,92100000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,6
122,122,122,2011,AAF1vQBV7/XftSKyfVQ/KrHe,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,KOR,박사과정,2017,2R,19900515,2018,2R,4.46,4,44.78,50,34800000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,6
123,123,123,2013,AAFwKJT07P9PaUUvgqHqsKSZ,정치외교학과,국제정치전공,AAGyRZIhEpX5Ux8T1OJpSJoR,CHN,박사과정,2017,1R,19900809,2018,2R,4.42,4,90.2,,300000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,7
124,124,124,2059,AAEQNHQodFfQMBjYT4d7j20Y,교육학과,교육과정학,AAG/q/7EFVvdlEHZn04XE8Vy,KOR,박사과정,2018,1R,19870915,2018,2R,4.38,4,46.67,47,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,5
125,125,125,2060,AAFXxu4q3iStxbXpYagepC6t,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,KOR,박사과정,2018,1R,19781006,2018,2R,4.38,4,44.33,44,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,5
126,126,126,2071,AAG/oHivUKw36tTsAIxIMTTu,환경생태공학과,생태학및환경생물학전공,AAFa4ZKvod7EXYsH0m1ktb6L,KOR,박사과정,2018,1R,19560925,2018,2R,4.38,4,46.67,45.67,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,5
127,127,127,2098,AAEHbmqaVa758JY4ute4G8dC,의학과,진단검사의학전공,AAEJeWtRUd1BPb3HAGSb8WCs,KOR,박사과정,2017,1R,19860127,2018,2R,4.25,4,40,46.33,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,7
128,128,128,2115,AAHgphA49ToY6fOnsWV7xE5I,의학과,안과학전공,AAH0AB+vGiIT9NAAAo1Na8gm,KOR,박사과정,2017,1R,19840402,2018,2R,3.96,4,46,48.67,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,7
129,129,129,2137,AAHtQc1904EUFunffjudICE9,의생명융합과학과,식품영양과학전공,AAHOgh7Z0ib2HpfnDBf/HS+s,KOR,박사과정,2017,1R,19730913,2018,1R,4.26,4,38,42,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,6
130,130,130,2138,AAEfO4KyzLEOT+/ol3ccCK8e,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,KOR,박사과정,2017,1R,19841003,2018,1R,4.13,4,44,45,14177000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,6
131,131,131,2152,AAFkjUDiwkcD2N/iS+57vMYG,의학과,내과학전공,AAHHJc8JGK4AUSzsbRbwjGJq,CHN,박사과정,2017,2R,19780416,2018,1R,4.33,4,88,,4063750,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,5
132,132,132,2171,AAGy9XbkPyOtQ75X2ZbUJBej,의학과,내과학전공,AAGHOmt40T3pj31iANGRnjvw,KOR,박사과정,2017,2R,19851209,2018,1R,4.21,4,45,48.67,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,5
133,133,133,2177,AAE34KUL0gjsNsgILirKXg+S,의학과,내과학전공,AAGBU0/Z6RmwgLjNpm+x0e0R,KOR,박사과정,2017,2R,19840726,2018,1R,4.19,4,48,47.67,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,5
134,134,134,2180,AAHI6BusgmsEHBhMmMdUPfNT,의학과,내과학전공,AAGYVg5MC7BjGf2t9QWlUY4r,KOR,박사과정,2017,2R,19830314,2018,1R,4.33,4,46,46.67,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,5
135,135,135,2181,AAF0PwM46vjTlIofogti54BK,의학과,외과학전공,AAHWqaiDpbfK07SLegs2d5uf,KOR,박사과정,2017,2R,19760220,2018,1R,4.08,4,42,46.67,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,5
136,136,136,2184,AAGfljkCtuSTpnKiiv+Lg6px,의학과,영상의학전공,AAEI4IW1Fop/p5RD8aCsP8i7,KOR,박사과정,2017,2R,19810707,2018,1R,4.33,4,45,46.67,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,5
137,137,137,2195,AAETio+LQ/sT/ShswVGUOO+P,과학기술학협동과정,과학관리학전공,AAFmghpMMALGcGkvPkDednPJ,CHN,박사과정,2017,2R,19860816,2018,1R,4.29,4,99,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,5
138,138,138,2234,AAGtgFgNjwsqP7IUKnh/IV4O,환경생태공학과,생물자원및생태학전공,AAGsK/9hQ+mV6UGMkyQ134NO,KOR,박사과정,2017,1R,19880210,2019,1R,4.42,4,48.33,47.33,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,8
139,139,139,2252,AAGMza4s877QxcGUsr6kJiSV,교육학과,교육사철학,AAH8F8v+Bt0tZnfT9oh849ug,KOR,박사과정,2017,2R,19860811,2019,1R,4.46,4,44.89,49.67,34000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,7
140,140,140,2287,AAHjdgHvErGHcHTltNOI+ZJp,생활과학과,패션디자인 및 머천다이징전공,AAHI3jBUbWNwA2en8jPxaOPF,KOR,박사과정,2017,1R,19730725,2019,1R,4.38,4,47.75,48.25,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,8
141,141,141,2317,AAHcS8wIqbmYITo7ZKh6XgdL,법학과,행정법전공,AAEVpefSx2DfXfxPyN10hOfU,KOR,박사과정,2018,2R,19740923,2019,1R,4.38,4,21.2,60,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,5
142,142,142,2321,AAEgBYufPr2ayWT3idWU/yXe,중일어문학과,일본근현대문학·문화전공,AAHgLYRPmydNMDs0N+9VBwtS,KOR,박사과정,2017,2R,19840729,2019,1R,4.5,4,49,48,24000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,7
143,143,143,2337,AAGf5hPz8+ZMjQBBsqsLPWpc,법학과,민법전공,AAHJcoSpWhGUP8r3OkaUye1R,CHN,박사과정,2017,2R,19881128,2019,1R,4.21,4,90,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,7
