,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,학번,학과,전공,전공교수,rec014_nation_cd,과정,수료년도,수료학기,rec014_birth_dt,졸업년도,졸업학기,gpa,rec014_school_term,서류점수,면접점수,인건비총액,학생소속대학명_간호대학,학생소속대학명_경영대학,학생소속대학명_공과대학,학생소속대학명_문과대학,학생소속대학명_미디어학부,학생소속대학명_법과대학,학생소속대학명_보건과학대학,학생소속대학명_사범대학,학생소속대학명_생명과학대학,학생소속대학명_심리학부,학생소속대학명_의과대학,학생소속대학명_이과대학,학생소속대학명_정경대학,학생소속대학명_정보대학,학생교육부계열_공학,학생교육부계열_예·체능,학생교육부계열_의학,학생교육부계열_인문·사회,학생교육부계열_자연과학,성별_1,성별_2,입학과정_군위탁생,입학과정_외국인,입학과정_정원내신입학,입학과정_정원외-계약학과,입학과정_편입학박사(3학기),입학과정_학연산협동과정,학적_졸업,학부출신_자교,학부출신_타교,대학원출신_자교,대학원출신_타교,대학원출신_nan,졸업에걸린기간
219,219,219,3324,AAFWANyM/g+OA39tGm4D0dxB,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,KOR,박사과정,2017,2R,19851023,2019,2R,3.71,4,57,40,90510000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,8
220,220,220,3337,AAHfGS4BheprGfKU4lDMgZnx,법학과,상법전공,AAGy0qCzwwAtJbn7rcwu3s9c,KOR,박사과정,2018,2R,19690515,2019,2R,4.42,4,40,55.1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,6
221,221,221,3338,AAE72EiV825/r+O9BsCVeFgM,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,KOR,박사과정,2018,2R,19690425,2019,2R,4.38,4,44.06,47,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,6
222,222,222,3342,AAF52ee9Q7//Y66xrxsnDz/I,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,KOR,박사과정,2019,2R,19881219,2019,2R,4.35,6,44.56,40.67,24150000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,6
223,223,223,3343,AAHbP4sKeNmeBYSct6YMxbyN,경영학과,회계학전공,AAHJRvzd1JgYcWGfnK+HknNh,KOR,박사과정,2017,1R,19800629,2019,2R,4.13,4,36.45,59,18000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,9
224,224,224,3348,AAFpszYay8B8oI4hAWOWpz6N,체육학과,체육학전공,AAEgPMdpH7jQzLvWXqbzxjqx,KOR,박사과정,2017,1R,19770115,2019,2R,4.38,4,45,43.33,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,9
225,225,225,3352,AAEUTwv95MA3Jp68/+G+N5me,의학과,해부학전공,AAHAQ3vxEMpz6Eym67O3hg0T,KOR,박사과정,2017,1R,19790809,2019,2R,4.23,4,45.67,44.67,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,9
226,226,226,3354,AAFUt9Odo8p+7cd+wot7XtoR,컴퓨터·전파통신공학과,컴퓨터학전공,AAHW/nJYEE7Q/Lg+jCWZCS2V,KOR,박사과정,2018,1R,19811217,2019,2R,4.13,4,48,48.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,7
227,227,227,3358,AAGO1buk7j/5iPaiCzvra0/D,건축사회환경공학과,물과 환경전공,AAEhofQwTVQKctfpDuG/lbed,KOR,박사과정,2017,1R,19820530,2019,2R,3.69,4,45.67,48.33,90342450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,9
228,228,228,3359,AAFOQ27zjC4pTSSPEnT/B8VX,건축사회환경공학과,사회인프라전공,AAHVEHlNvzWQFCLtWNufAFQh,CHN,박사과정,2017,1R,19890719,2019,2R,4.14,4,99,,125473568,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,9
229,229,229,3360,AAE/Q8/GURjrDNr4B98FAr7T,바이오융합공학과,바이오융합공학전공,AAEpHiaFK56xDZ2xZgm7yKh4,KOR,박사과정,2017,1R,19830615,2019,2R,4.25,4,53,36.33,103830000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,9
230,230,230,3368,AAHwWvFlmZ21hxZBwYmX+dz3,국어교육학과,국어교육전공,AAEzhWb5JNkcXJuHrddBDAO/,CHN,박사과정,2018,1R,19890826,2019,2R,4.21,4,96,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,7
231,231,231,3372,AAGLeAi/K1ChLV77I47FUMZV,의학과,병리학전공,AAGtdVaVBenoRMZajR+kmmBY,KOR,박사과정,2017,1R,19850208,2019,2R,4.18,4,43.37,46,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,9
232,232,232,3373,AAFtzUEJTLcY5tfT7cHcF5Xu,의학과,외과학전공,AAFKH9xYE/eQD3+i9Zch6lMi,KOR,박사과정,2018,1R,19860112,2019,2R,4.38,4,45,46.67,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,7
233,233,233,3374,AAHPRh5Pna8U3GLas6deibSv,보건학협동과정,보건정책및병원관리전공,AAGZFLJq90l6zGle/ifOfMLQ,KOR,박사과정,2017,1R,19850912,2019,2R,4.43,4,30,48,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,9
234,234,234,3385,AAHqhVM+8U7kJ0ERwUgGzOd1,건축사회환경공학과,사회인프라전공,AAHpTShsDJo8lel4DbFdlag7,KOR,박사과정,2018,1R,19861208,2019,2R,3.85,5,49,49.67,96240011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,8
235,235,235,3390,AAEt9GZ8iVzbzPmLmTGk7c9f,국어국문학과,한문학전공,AAESdTOWxCKs1NvnjEHOZSZR,TWN,박사과정,2017,2R,19860520,2019,2R,4.43,4,88,,12000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,8
236,236,236,3392,AAG/V6VlC4EzWj5JZwf0/IIh,영상문화학협동과정,영상문화학전공,AAE8Qtd1Mq++8lla0ln9iVTJ,KOR,박사과정,2017,1R,19660426,2019,2R,4.35,4,45,43,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,9
237,237,237,3400,AAHbi1aUsHS0TSLwqVt4ZVdn,화공생명공학과,화공생명공학전공,AAGaCMeTjNaKuSWvzyinL5sl,KOR,박사과정,2017,1R,19890805,2019,1R,3.91,4,40,37.5,104650134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,8
238,238,238,3408,AAEnMr7b15uqhQyoqBJMFz1B,의학과,내과학전공,AAETFW8y4WGueEYVBNvxbV2x,KOR,박사과정,2018,2R,19880228,2019,2R,4.19,4,42,47.7,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,6
239,239,239,3409,AAHIKbRaipOUSJVGa+mZTzXZ,의학과,치과학전공,AAFv3KlN8abBOBJzVDS16gDV,KOR,박사과정,2018,2R,19831001,2019,2R,4.13,4,41,45.66,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,6
240,240,240,3410,AAF2qgc18NOrWjwin1iZMEtZ,의학과,산부인과학전공,AAFaAISk7X0NW0G5p/GKR7dF,KOR,박사과정,2018,2R,19780703,2019,2R,4.04,4,48,47,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,6
241,241,241,3414,AAHx2PayPr655FGLLD4PMS+D,경제학과,노동경제학전공,AAEbeZHR1JObUw/zUBvrqLwB,KOR,박사과정,2018,1R,19820715,2019,2R,3.62,6,58.6,10,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,9
242,242,242,3420,AAEBd/0TnmZ/NgLo966vi2v+,의생명융합과학과,임상병리학전공,AAEFJQZqu9AJyflAngTj9nxs,KOR,박사과정,2018,1R,19710426,2019,2R,4.25,4,33,47,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,7
243,243,243,3421,AAEBJXwuRIKj9CTv9w77n9E2,전기전자공학과,전기에너지,AAFa0n41YacK09cpuBFoETAk,KOR,박사과정,2018,1R,19801218,2019,2R,4.19,4,44,45,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,7
244,244,244,3422,AAHyGpPof76uN6OlenpYLg5q,의과학과,의공학전공,AAG+Qgg8+bCQsCugquebVs0b,KOR,박사과정,2018,2R,19861209,2019,2R,4.42,5,45.7,47,67346000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,7
245,245,245,3423,AAFx65x2NEwjsdNS4eAtjl+Z,의과학과,의생명과학전공,AAGBU0/Z6RmwgLjNpm+x0e0R,KOR,박사과정,2018,1R,19900905,2019,2R,4.38,4,37.3,36.7,55100000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,7
246,246,246,3424,AAGPmvOWiuUc0sWtf5mO2AoO,의과학과,의생명과학전공,AAEyLrVo/up3riZBFbseKCF6,KOR,박사과정,2018,1R,19840808,2019,2R,4.21,4,45.7,47.3,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,7
247,247,247,3428,AAFOpv0dUvcAHbf88r4OlUIn,보건과학과,치의기공학전공,AAGC3gcuN8Uq3ar2WyQ3GHyR,KOR,박사과정,2017,1R,19850411,2019,2R,4.29,4,40,44.7,1100000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,9
248,248,248,3429,AAGHKiTAWuGdblCODz+zD32A,의학과,마취통증의학전공,AAF6NhIKC7aBmMJayabyrVO2,KOR,박사과정,2019,1R,19830130,2019,2R,4.15,4,46.67,45.33,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,5
249,249,249,3434,AAG8OVOO6KYqhfCSGnvsD02W,보건학협동과정,보건정책및병원관리전공,AAFiFf5hxLTXSf8WauWM+tMa,KOR,박사과정,2018,2R,19890305,2019,2R,4.38,4,44.67,46,116238014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,6
250,250,250,3443,AAGiKtblQtOIeA6uuaN6FiIm,보건학협동과정,역학및의료정보학전공,AAHrR4whp6yKILrRbjDXBU9E,KOR,박사과정,2019,1R,19880522,2019,2R,4.5,4,48,48.33,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,5
251,251,251,3446,AAEd8ksP+2JuXv0kQQdFrLbK,심리학과,임상 및 상담심리학전공,AAHuy9NElO+q8TW82Fn/fma7,KOR,박사과정,2017,2R,19840209,2019,2R,4.33,4,35,55.9,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,8
252,252,252,3457,AAFz+y5jcg1MsH7lnSi2UlKF,화학과,물리화학전공,AAF7f0+Jymm6S48M6Du03fzp,KOR,박사과정,2018,1R,19911125,2019,2R,3.92,4,43,47,76080000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,7
253,253,253,3460,AAFsHs+w3j4OISVs0/d0d73C,의과학과,의생명과학전공,AAHpomLwoKS94aWYsCmbvcpZ,KOR,박사과정,2018,2R,19870724,2019,2R,4.04,4,40,42.67,59100000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,6
254,254,254,3464,AAHYTp5fbGmdYiOE1DF5LMGG,환경생태공학과,생물재료공학전공,AAFhyf2PcEQcYtW+DNiIJ/KR,KOR,박사과정,2017,1R,19890608,2019,2R,4.04,4,49,49,84210007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,9
255,255,255,3477,AAGZWH7k6wKnIHR1Bl7MYgYd,환경생태공학과,생물자원및생태학전공,AAFa4ZKvod7EXYsH0m1ktb6L,THA,박사과정,2017,1R,19880713,2019,2R,4.33,4,97.33,,76175833,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,9
256,256,256,3479,AAFFj0P6g836fisyCKcE8tWx,간호학과,간호과학,AAGc0cnC3EtLobr2RoPQoYkV,KOR,박사과정,2017,2R,19770920,2019,2R,4.38,5,58,40,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,9
257,257,257,3498,AAGw3gAWJ51akGzJattRPxvv,의학과,내과학전공,AAE48iP3PDFztY0J5420nGcq,KOR,박사과정,2018,1R,19760720,2019,2R,3.92,4,47,45,2400000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,7
258,258,258,3502,AAHZ/vUy5FqalAtxogd1XX+i,의학과,정형외과학전공,AAEozriQFdIqpqzKCj6IhiZt,KOR,박사과정,2018,1R,19850724,2019,2R,4.13,4,38.33,45,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,7
259,259,259,3503,AAGF0DHR0+ZeByaKlh/hkr07,의학과,비뇨기과학전공,AAFUsUC6kfMakxbPTvcgNk09,KOR,박사과정,2018,2R,19831128,2019,2R,4.04,5,42.67,47.67,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,7
260,260,260,3504,AAEcieD0p7H98u1hX7nMgTT0,의학과,내과학전공,AAHeHrO31mEzva7K+hvIabEh,KOR,박사과정,2018,1R,19831109,2019,2R,4.08,4,42,45,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,7
261,261,261,3509,AAEQIVXl+xzz9/Kb9L8dlqUH,심리학과,행동인지신경과학전공,AAFBbqkaTHzMJUKURNj7cA3r,KOR,박사과정,2017,2R,19860721,2019,2R,4.33,4,38,58.7,106420062,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,8
262,262,262,3522,AAF8OqdvvDuqcuMKETwGruZg,통계학과,수리통계학전공,AAFByAeboAfDls9tYCKfCcfP,KOR,박사과정,2017,2R,19850221,2019,2R,3.71,4,45,45,41580000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,8
263,263,263,3529,AAEOAQTL6Ld6PE+s7ATBAIZW,컴퓨터학과,소프트웨어전공,AAFSw8o2qTXjQ9zgZJbX8xop,KOR,박사과정,2019,2R,19920108,2019,2R,4.42,5,49.3,49.3,74550000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,5
264,264,264,3530,AAFzkVVyVkf7bnaEwmrTJ/9d,의학과,병리학전공,AAGciTbWWpXb9pgccrZOIWan,KOR,박사과정,2019,1R,19871004,2019,2R,4.13,4,46,48.33,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,5
265,265,265,3535,AAH2U2qlytFgPhIW9+7rfMpV,생명공학과,시스템식품생명공학전공,AAEF8BUKq4sC/VszAqT1FPFN,KOR,박사과정,2017,2R,19850730,2019,2R,4.38,4,44,45.3,74850000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,8
266,266,266,3538,AAGYdc+CcMVaTgwHM+lcZx7Q,간호학과,간호과학,AAG5miZUqiEp1EkVJrn8Q5LO,KOR,박사과정,2018,1R,19760330,2019,2R,4.29,5,39.67,55.33,1050000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,8
267,267,267,3542,AAEI4krkn9cdkB99/tQaosvs,의학과,정신건강의학전공,AAFGrP9X6ILC1cQqWN0IzOnL,KOR,박사과정,2017,2R,19790217,2019,2R,3.83,4,44,46,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,8
268,268,268,3543,AAHPfoItN7HCvuLxd3kTroMy,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,KOR,박사과정,2017,2R,19851128,2019,2R,4.29,4,58,40,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,8
269,269,269,3544,AAGGoqUtukKiV3yyBQfd5y9X,신소재공학과,신소재공학전공,AAGTszpzFC5e3mUi28BQAvQQ,KOR,박사과정,2017,2R,19880526,2019,2R,3.71,4,59,40,170550000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,8
270,270,270,3561,AAElMzSiZRnqS3BPuFVrN6B6,법학과,형법전공,AAH7di6pMjVDZBupESPEVFLe,CHN,박사과정,2019,2R,19870212,2020,2R,4.33,4,92.6,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,6
271,271,271,3571,AAF/+bO5//Bs1lJ14yFI4xC8,교육학과,교육공학,AAH1tSmDwbxFSq2plv3pkoS1,KOR,박사과정,2019,2R,19690513,2020,2R,4.33,6,40.33,44.83,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,8
272,272,272,3572,AAHlXSTutmFvrWrfhlTJWqhI,교육학과,상담,AAHyB+Q/8ITZe6bVxE5awfzx,KOR,박사과정,2018,2R,19890323,2020,2R,4.27,4,49.11,40.33,24000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,8
273,273,273,3575,AAG6PPKtOjL4VR43m6OcmuOJ,경영학과,회계학전공,AAFnXzZMQneWyIKOqGX/TQMO,KOR,박사과정,2017,2R,19850218,2020,2R,4.13,4,36.09,58,6000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,10
274,274,274,3578,AAELaTFBM0oUksGGFNEVVtm+,보건안전융합과학과,방사선의과학전공,AAEzq7uArDNPbmNQXuBHS1dr,KOR,박사과정,2020,1R,19790403,2020,2R,4.13,4,47,47,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,5
275,275,275,3580,AAG6O/qewwCN7QeonLvfT7g3,뇌공학과,뇌공학전공,AAFiNL1DydCPEaVdw1o02ECv,KOR,박사과정,2019,1R,19751102,2020,2R,3.93,4,40,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,7
276,276,276,3587,AAHPUIJEJf20XfBbLT7PipMd,의생명융합과학과,바이오식의과학전공,AAHOgh7Z0ib2HpfnDBf/HS+s,KOR,박사과정,2019,2R,19801212,2020,2R,4.21,4,39,45,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,6
277,277,277,3588,AAG9II3UmiKRT7TBiX8rTAhh,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,KOR,박사과정,2019,2R,19880923,2020,2R,3.92,4,44,48,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,6
278,278,278,3599,AAF4J+GCluNQMfhhwRlCPxkg,경영학과,재무론전공,AAE9XxP7M6htSt3AuBPEpndb,KOR,박사과정,2017,1R,19880111,2020,2R,3.63,4,37.16,58,42000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,11
279,279,279,3606,AAGaEsbdXNwh93MW+hcRl9xV,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,KOR,박사과정,2019,1R,19720616,2020,2R,4.13,4,44,45,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,7
280,280,280,3608,AAHEzJa6dgmB2iIPGZxUENqT,바이오융합공학과,바이오융합공학전공,AAF3N46eGMaBTxkN+oTmpoMp,KOR,박사과정,2017,1R,19870223,2020,2R,3.76,4,57.33,39,122748000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,11
281,281,281,3609,AAFdVQj2i1rsBwmRt7UxPwYL,의생명융합과학과,임상병리학전공,AAHWkyOWoBDEBjZH1TNXQnXj,KOR,박사과정,2017,1R,19850209,2020,2R,4.21,4,40,46,95600000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,11
282,282,282,3613,AAFkA1wNN4sccanKuFXfyJNC,체육학과,체육학전공,AAEWAEQucVgifJta1Vm8NIrw,KOR,박사과정,2019,2R,19790218,2020,2R,4.5,4,43.3,47,2100000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,6
283,283,283,3614,AAF6cKaS8mRRwa0m5LCvafbg,경제학과,발전경제학전공,AAF3qr8ZA2VxmMYvBn2iMyAN,CHN,박사과정,2017,2R,19910511,2020,2R,3.63,4,78.8,,17612903,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,10
284,284,284,3621,AAF1XL617LiLar7Tpe+IKu4j,신소재공학과,신소재공학전공,AAFi4juzPESAU71QzFVv2xel,KOR,박사과정,2017,1R,19871004,2020,2R,3.81,4,57,37,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,11
285,285,285,3622,AAFxU4DD0F5GAWn/ffsbijRa,신소재공학과,신소재공학전공,AAFi4juzPESAU71QzFVv2xel,KOR,박사과정,2017,1R,19861217,2020,2R,3.85,4,57,39,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,11
286,286,286,3625,AAESlqVDWQRZyLfrjnAhy7Kl,법학과,법학원리전공,AAH7di6pMjVDZBupESPEVFLe,KOR,박사과정,2018,1R,19850516,2020,2R,4.5,4,38.1,55.4,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,9
287,287,287,3626,AAG6lkA02Z9UThbmAQFF/JCD,의학과,가정의학전공,AAEhr4X9hpwv9m1p+CSjJNnn,KOR,박사과정,2019,1R,19770318,2020,2R,4.21,4,41,43.3,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,7
288,288,288,3627,AAGxcXJKFoUVUEPTtoh+E/bV,의학과,정형외과학전공,AAHlIFfl4x3Bd7fh3igHCmn/,KOR,박사과정,2018,2R,19770829,2020,2R,4.25,4,39,45.33,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,8
289,289,289,3628,AAHqjZkl6AzUoSUkHB5zIXnV,교육학과,교육행정학 및 고등교육학전공,AAHDEhgNlUGqXVlgmNwLK1c8,KOR,박사과정,2019,1R,19850611,2020,2R,4.38,4,46,47.67,36260000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,7
290,290,290,3629,AAGz7AcrWYmMrRah7VSoVDQS,의학과,병리학전공,AAGnhKysl3tEl8g0HVocJWKL,KOR,박사과정,2020,1R,19860428,2020,2R,4.38,4,44.33,46.33,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,5
291,291,291,3631,AAH63WUcdnm6gqWl0FMaEqlI,컴퓨터학과,소프트웨어전공,AAFZ2VmriX3rQcXRM74rVPDs,KOR,박사과정,2018,2R,19910504,2020,2R,4.29,4,49.3,48.6,81846355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,8
292,292,292,3632,AAE8VXPdukWwt6B6NECOt2UI,전기전자공학과,전기에너지,AAFa0n41YacK09cpuBFoETAk,KOR,박사과정,2017,1R,19860305,2020,2R,4.21,4,46.4,49.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,11
293,293,293,3633,AAGVUBvPaS5WMQvxCl3GS6eA,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,KOR,박사과정,2018,2R,19770728,2020,2R,4.46,4,47.6,47.9,1670000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,8
